company_name,market_cap,sector,country,industry,isin,symbol
NOVO NORDISK B A/S,304594585271,Health technology,Denmark,Pharmaceuticals: major,DK0062498333,NOVO-B.CO
SAP SE O.N.,301853928004,Technology services,Germany,Packaged software,DE0007164600,SAP.DE
LVMH,298877465039,Consumer non-durables,France,Apparel/Footwear,FR0000121014,MC.PA
HERMES INTL,262864820190,Consumer non-durables,France,Apparel/Footwear,FR0000052292,RMS.PA
ASML HOLDING,261559500887,Electronic technology,Netherlands,Semiconductors,NL0010273215,ASML.AS
ROCHE I,258576146841,Health technology,Switzerland,Pharmaceuticals: major,CH0012032113,RO.SW
NESTLE N,239533632631,Consumer non-durables,Switzerland,Food: major diversified,CH0038863350,NESN.SW
ASTRAZENECA PLC ORD USD0.25,210486536140,Health technology,United Kingdom,Pharmaceuticals: major,GB0009895292,AZN.L
SHELL PLC ORD EUR0.07,198920357115,Energy minerals,United Kingdom,Integrated oil,GB00BP6MXD84,SHEL.L
NOVARTIS N,195372242656,Health technology,Switzerland,Pharmaceuticals: major,CH0012005267,NOVN.SW
HSBC HOLDINGS PLC ORD USD0.50,189401914235,Finance,United Kingdom,Major banks,GB0005405286,HSBA.L
L'OREAL,185002848966,Consumer non-durables,France,Household/Personal care,FR0000120321,OR.PA
SIEMENS AG NA O.N.,179272368401,Producer manufacturing,Germany,Industrial machinery,DE0007236101,SIE.DE
DT.TELEKOM AG NA,166062328680,Communications,Germany,Major telecommunications,DE0005557508,DTE.DE
INDUSTRIA DE DISENO TEXTIL S.A. INDITEX,144509929973,Retail trade,Spain,Apparel/Footwear retail,ES0148396007,ITX.MC
ALLIANZ SE NA O.N.,137464618868,Finance,Germany,Multi-line insurance,DE0008404005,ALV.DE
AIRBUS SE,136391769606,Electronic technology,Netherlands,Aerospace & defense,NL0000235190,AIR.PA
UNILEVER PLC ORD GBP0.031111,135135823707,Consumer non-durables,United Kingdom,Household/Personal care,GB00B10RZP78,ULVR.L
SCHNEIDER ELECTRIC SE,131300436401,Producer manufacturing,France,Electrical products,FR0000121972,SU.PA
SANOFI,127089793830,Health technology,France,Pharmaceuticals: major,FR0000120578,SAN.PA
ESSILORLUXOTTICA,126487673405,Health technology,France,Medical specialties,FR0000121667,EL.PA
TOTALENERGIES,124506559690,Energy minerals,France,Integrated oil,FR0000120271,TTE.PA
AB INBEV,112994796086,Consumer non-durables,Belgium,Beverages: alcoholic,BE0974293251,ABI.BR
SAFRAN,105813016167,Electronic technology,France,Aerospace & defense,FR0000073272,SAF.PA
AIR LIQUIDE,103132796144,Process industries,France,Chemicals: specialty,FR0000120073,AI.PA
CHRISTIAN DIOR,100218079132,Consumer non-durables,France,Consumer sundries,FR0000130403,CDI.PA
BANCO SANTANDER S.A.,100106104414,Finance,Spain,Major banks,ES0113900J37,SAN.MC
RICHEMONT N,99511712107,Consumer durables,Switzerland,Other consumer specialties,CH0210483332,CFR.SW
UBS GROUP N,99468934659,Finance,Switzerland,Investment managers,CH0244767585,UBSG.SW
RIO TINTO ORD GBP0.10,98744865731,Non-energy minerals,United Kingdom,Other metals/Minerals,GB0007188757,RIO.L
FERRARI,97066113846,Consumer durables,Italy,Motor vehicles,NL0011585146,RACE.MI
ABB LTD N,95922872308,Producer manufacturing,Switzerland,Electrical products,CH0012221716,ABBN.SW
PROSUS,94927725767,Technology services,Netherlands,Internet software/Services,NL0013654783,PRX.AS
BNP PARIBAS ACT.A,92179606224,Finance,France,Major banks,FR0000131104,BNP.PA
ZURICH INSURANCE N,91945913256,Finance,Switzerland,Multi-line insurance,CH0011075394,ZURN.SW
ACCIONES IBERDROLA,91741138884,Utilities,Spain,Electric utilities,ES0144580Y14,IBE.MC
INVESTOR AB SER. A,87785667344,Finance,Sweden,Financial conglomerates,SE0015811955,INVE-A.ST
INTESA SANPAOLO,87742023282,Finance,Italy,Major banks,IT0000072618,ISP.MI
AXA,87601442550,Finance,France,Multi-line insurance,FR0000120628,CS.PA
RELX PLC ORD GBP0.1444,86007132239,Commercial services,United Kingdom,Miscellaneous commercial services,GB00B2B0DG97,REL.L
BP ORD USD0.25,83832944196,Energy minerals,United Kingdom,Integrated oil,GB0007980591,BP.L
UNICREDIT,83654536551,Finance,Italy,Major banks,IT0005239360,UCG.MI
BRITISH AMERICAN TOBACCO ORD GBP0.25,82597719664,Consumer non-durables,United Kingdom,Tobacco,GB0002875804,BATS.L
ROLLS ROYCE HOLDINGS ORD GBP0.20,81681006166,Electronic technology,United Kingdom,Aerospace & defense,GB00B63H8491,RR.L
MUENCH.RUECKVERS.VNA O.N.,78303273767,Finance,Germany,Life/Health insurance,DE0008430026,MUV2.DE
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",77265651963,Finance,Spain,Major banks,ES0113211835,BBVA.MC
ENEL,73645467626,Utilities,Italy,Electric utilities,IT0003128367,ENEL.MI
ATLAS COPCO AB SER. A,73334385300,Producer manufacturing,Sweden,Industrial machinery,SE0017486889,ATCO-A.ST
GSK PLC ORD GBP0.3125,72511559433,Health technology,United Kingdom,Pharmaceuticals: major,GB00BN7SWP63,GSK.L
LONDON STOCK EXCHANGE GROUP ORD GBP0.06918604,71030907757,Technology services,United Kingdom,Internet software/Services,GB00B0SWJX34,LSEG.L
VINCI,66607163532,Industrial services,France,Engineering & construction,FR0000125486,DG.PA
EQUINOR ASA,64938245680,Energy minerals,Norway,Integrated oil,NO0010096985,EQNR.OL
HOLCIM N,59482456249,Non-energy minerals,Switzerland,Construction materials,CH0012214059,HOLN.SW
ING GROEP N.V.,58386991478,Finance,Netherlands,Major banks,NL0011821202,INGA.AS
"VOLVO, AB SER. A",58099262578,Producer manufacturing,Sweden,Trucks/Construction/Farm machinery,SE0000115420,VOLV-A.ST
RHEINMETALL AG,57975762791,Electronic technology,Germany,Aerospace & defense,DE0007030009,RHM.DE
SIEMENS HEALTHINEERS AG,57954031651,Health technology,Germany,Medical specialties,DE000SHL1006,SHL.DE
Mercedes-Benz Group AG,57052043427,Consumer durables,Germany,Motor vehicles,DE0007100000,MBG.DE
MERCK KGAA O.N.,56868947316,Health technology,Germany,Pharmaceuticals: major,DE0006599905,MRK.DE
NATIONAL GRID ORD GBP0.12431289,56644338106,Utilities,United Kingdom,Electric utilities,GB00BDR05C01,NG.L
BAE SYSTEMS ORD GBP0.025,55044702100,Electronic technology,United Kingdom,Aerospace & defense,GB0002634946,BA.L
DIAGEO PLC ORD GBP0.28 101/108,54006947227,Consumer non-durables,United Kingdom,Beverages: alcoholic,GB0002374006,DGE.L
"CAIXABANK, S.A.",53744405609,Finance,Spain,Regional banks,ES0140609019,CABK.MC
LLOYDS BANKING GROUP ORD GBP0.1,53166692375,Finance,United Kingdom,Major banks,GB0008706128,LLOY.L
BARCLAYS PLC ORD GBP0.25,52922872956,Finance,United Kingdom,Investment banks/Brokers,GB0031348658,BARC.L
VOLKSWAGEN AG ST O.N.,52070359673,Consumer durables,Germany,Motor vehicles,DE0007664005,VOW.DE
CREDIT AGRICOLE,52057017077,Finance,France,Regional banks,FR0000045072,ACA.PA
DASSAULT SYSTEMES,51560263336,Technology services,France,Packaged software,FR0014003TT8,DSY.PA
THALES,51009019157,Electronic technology,France,Aerospace & defense,FR0000121329,HO.PA
GENERALI,50769839363,Finance,Italy,Multi-line insurance,IT0000062072,G.MI
BAY.MOTOREN WERKE AG ST,50649036232,Consumer durables,Germany,Motor vehicles,DE0005190003,BMW.DE
COMPASS GROUP PLC ORD GBP0.1105,50224337396,Consumer services,United Kingdom,Restaurants,GB00BD6K4575,CPG.L
SAINT GOBAIN,49436239127,Producer manufacturing,France,Building products,FR0000125007,SGO.PA
DEUTSCHE BOERSE AG,48455361336,Finance,Germany,Investment banks/Brokers,DE0005810055,DB1.DE
DEUTSCHE POST AG,47736369356,Transportation,Germany,Air freight/Couriers,DE0005552004,DHL.DE
ADYEN,47366316890,Finance,Netherlands,Regional banks,NL0012969182,ADYEN.AS
SIEMENS ENERGY AG,47123156442,Producer manufacturing,Germany,Electrical products,DE000ENER6Y0,ENR.DE
UNIVERSAL MUSIC GROUP N V,47102125802,Commercial services,Netherlands,Miscellaneous commercial services,NL0015000IY2,UMG.AS
Porsche AG Vz,46687662456,Consumer durables,Germany,Motor vehicles,DE000PAG9113,P911.DE
SWISS RE N,46325125792,Finance,Switzerland,Multi-line insurance,CH0126881561,SREN.SW
DANONE,45714600065,Consumer non-durables,France,Food: meat/fish/dairy,FR0000120644,BN.PA
DEUTSCHE BANK AG NA O.N.,45461741071,Finance,Germany,Investment banks/Brokers,DE0005140008,DBK.DE
INFINEON TECH.AG NA O.N.,45060126282,Electronic technology,Germany,Semiconductors,DE0006231004,IFX.DE
BASF SE NA O.N.,44858165118,Producer manufacturing,Germany,Electrical products,DE000BASF111,BAS.DE
NATWEST GROUP PLC ORD GBP1.0769,44717548187,Finance,United Kingdom,Major banks,GB00BM8PJY71,NWG.L
GLENCORE PLC ORD USD0.01,44097531181,Distribution services,Switzerland,Wholesale distributors,JE00B4T3BW64,GLEN.L
DSV A/S,43905395966,Transportation,Denmark,Air freight/Couriers,DK0060079531,DSV.CO
3I GROUP ORD GBP0.738636,43614212994,Finance,United Kingdom,Investment managers,GB00B1YW4409,III.L
ENI,43279716467,Energy minerals,Italy,Oil refining/Marketing,IT0003132476,ENI.MI
ENGIE,42908087146,Utilities,France,Electric utilities,FR0010208488,ENGI.PA
ALCON N,42732943885,Health technology,Switzerland,Medical specialties,CH0432492467,ALC.SW
STELLANTIS NV,42714691671,Consumer durables,Netherlands,Motor vehicles,NL00150001Q9,STLAM.MI
STELLANTIS,42714691671,Consumer durables,Netherlands,Motor vehicles,NL00150001Q9,NDA-SE.ST
NORDEA BANK ABP,42349200915,Finance,Finland,Major banks,FI4000297767,HEIA.AS
HEINEKEN,42327861142,Consumer non-durables,Netherlands,Beverages: alcoholic,NL0000009165,RKT.L
RECKITT BENCKISER GROUP PLC ORD GBP0.10,42182142423,Consumer non-durables,United Kingdom,Household/Personal care,GB00B24CGK77,LONN.SW
LONZA N,42083095080,Health technology,Switzerland,Biotechnology,CH0013841017,HLN.L
HALEON PLC ORD GBP0.01,41423149539,Health technology,United Kingdom,Pharmaceuticals: major,GB00BMX86B70,ADS.DE
ADIDAS AG NA O.N.,40030701457,Consumer non-durables,Germany,Apparel/Footwear,DE000A1EWWW0,EXPN.L
EXPERIAN PLC ORD USD0.10,39636378412,Commercial services,Ireland,Miscellaneous commercial services,GB00B19NLV48,AAL.L
ANGLO AMERICAN ORD USD0.54945,38404496783,Non-energy minerals,United Kingdom,Other metals/Minerals,GB00B1XZS820,SIKA.SW
SIKA N,38402162584,Process industries,Switzerland,Chemicals: major diversified,CH0418792922,EQT.ST
EQT AB,37651222840,Finance,Sweden,Investment managers,SE0012853455,PGHN.SW
PARTNERS GROUP N,37085267240,Finance,Switzerland,Investment managers,CH0024608827,KBC.BR
KBC GROEP NV,36969333194,Finance,Belgium,Regional banks,BE0003565737,GIVN.SW
GIVAUDAN N,36795822852,Consumer non-durables,Switzerland,Food: specialty/candy,CH0010645932,DNB.OL
DNB BANK ASA,36127066275,Finance,Norway,Major banks,NO0010161896,EOAN.DE
E.ON SE NA O.N.,34617533017,Utilities,Germany,Electric utilities,DE000ENAG999,STAN.L
STANDARD CHARTERED PLC ORD USD0.50,34124372278,Finance,United Kingdom,Major banks,GB0004082847,ARGX.BR
ARGENX SE,33965374298,Health technology,Netherlands,Biotechnology,NL0010832176,SEB-A.ST
SKANDINAVISKA ENSKILDA BANKEN SER. A,33723407602,Finance,Sweden,Major banks,SE0000148884,HNR1.DE
HANNOVER RUECK SE,33231413990,Finance,Germany,Life/Health insurance,DE0008402215,UCB.BR
UCB,33152721401,Health technology,Belgium,Pharmaceuticals: major,BE0003739530,AENA.MC
"AENA, S.M.E., S.A.",32820000458,Transportation,Spain,Other transportation,ES0105046009,WKL.AS
WOLTERS KLUWER,32711702044,Technology services,Netherlands,Data processing services,NL0000395903,AMS.MC
"AMADEUS IT GROUP, S.A.",32595423743,Technology services,Spain,Information technology services,ES0109067019,HEI.DE
HEIDELBERG MATERIALS,32162146450,Non-energy minerals,Germany,Construction materials,DE0006047004,SCHN.SW
SCHINDLER N,31734642256,Producer manufacturing,Switzerland,Industrial machinery,CH0024638212,ORA.PA
ORANGE,31268591683,Communications,France,Wireless telecommunications,FR0000133308,ASSA-B.ST
ASSA ABLOY AB SER. B,30947597705,Consumer durables,Sweden,Tools & hardware,SE0007100581,GLE.PA
SOCIETE GENERALE,30919988200,Finance,France,Major banks,FR0000130809,AD.AS
KONINKLIJKE AHOLD DELHAIZE N.V.,30601802579,Retail trade,Netherlands,Food retail,NL0011794037,EXO.AS
EXOR,30599799325,Finance,Netherlands,Investment managers,NL0012059018,DTG.DE
DAIMLER TRUCK HLDG JGE NA,30288961945,Consumer durables,Germany,Motor vehicles,DE000DTR0CK8,FER.MC
FERROVIAL SE,29435432540,Industrial services,Netherlands,Engineering & construction,NL0015001FS8,HEN.DE
HENKEL AG&CO. KGAA,28842915314,Consumer non-durables,Germany,Household/Personal care,DE0006048408,SCMN.SW
SWISSCOM N,28766218566,Communications,Switzerland,Major telecommunications,CH0008742519,HEXA-B.ST
HEXAGON AB SER. B,28231527204,Electronic technology,Sweden,Electronic equipment/Instruments,SE0015961909,CBK.DE
COMMERZBANK AG,27875261097,Finance,Germany,Regional banks,DE000CBK1001,LISN.SW
LINDT N,27795408873,Consumer non-durables,Switzerland,Food: specialty/candy,CH0010570759,KNEBV.HE
KONE CORPORATION,27442330428,Producer manufacturing,Finland,Building products,FI0009013403,LR.PA
LEGRAND,27185481078,Electronic technology,France,Electronic equipment/Instruments,FR0010307819,SWED-A.ST
SWEDBANK AB SER A,27168718568,Finance,Sweden,Major banks,SE0000242455,IMB.L
IMPERIAL BRANDS PLC GBP0.10,27081852598,Consumer non-durables,United Kingdom,Tobacco,GB0004544929,EBS.VI
ERSTE GROUP BANK AG,26938680380,Finance,Austria,Major banks,AT0000652011,DANSKE.CO
DANSKE BANK A/S,26890343961,Finance,Denmark,Major banks,DK0010274414,SAND.ST
SANDVIK AB,26800187455,Producer manufacturing,Sweden,Trucks/Construction/Farm machinery,SE0000667891,NOKIA.HE
NOKIA CORPORATION,26648133638,Electronic technology,Finland,Telecommunications equipment,FI0009000681,TSCO.L
TESCO ORD GBP0.0633333,26494563774,Retail trade,United Kingdom,Food retail,GB00BLGZ9862,BEI.DE
BEIERSDORF AG,26448612838,Consumer non-durables,Germany,Household/Personal care,DE0005200000,LDO.MI
LEONARDO,26032360971,Electronic technology,Italy,Aerospace & defense,IT0003856405,PRU.L
PRUDENTIAL PLC GBP0.05,25894849909,Finance,United Kingdom,Life/Health insurance,GB0007099541,ERIC-A.ST
"ERICSSON, TELEFONAB. L M SER. A",25662226145,Electronic technology,Sweden,Telecommunications equipment,SE0000108649,HLAG.DE
HAPAG-LLOYD AG,25573121384,Transportation,Germany,Marine shipping,DE000HLAG475,CCL.L
CARNIVAL PLC ORD USD1.66,25498748162,Consumer services,United Kingdom,Hotels/Resorts/Cruise lines,GB0031215220,KNIN.SW
KUEHNE+NAGEL INT N,25414926703,Transportation,Switzerland,Marine shipping,CH0025238863,MAERSK-A.CO
A.P. MOLLER - MAERSK A A/S,25405411703,Transportation,Denmark,Marine shipping,DK0010244425,CAP.PA
CAPGEMINI,25231761145,Technology services,France,Information technology services,FR0000125338,TLX.DE
TALANX AG,25099855425,Finance,Germany,Life/Health insurance,DE000TLX1005,NSIS-B.CO
NOVONESIS (NOVOZYMES A/S) B,25006109723,Process industries,Denmark,Chemicals: specialty,DK0060336014,ELE.MC
"ENDESA,S.A.",24868144753,Utilities,Spain,Electric utilities,ES0130670112,KER.PA
KERING,24652232235,Consumer non-durables,France,Consumer sundries,FR0000121485,NTGY.MC
"NATURGY ENERGY GROUP, S.A.",24600023804,Utilities,Spain,Electric utilities,ES0116870314,AM.PA
DASSAULT AVIATION,24534906954,Electronic technology,France,Aerospace & defense,FR0014004L86,SHB-A.ST
SVENSKA HANDELSBANKEN SER. A,24533470806,Finance,Sweden,Major banks,SE0007100599,RWE.DE
RWE AG,24226907218,Utilities,Germany,Electric utilities,DE0007037129,MT.AS
ARCELORMITTAL SA,24221429053,Non-energy minerals,Luxembourg,Steel,LU1598757687,SLHN.SW
SWISS LIFE HOLDING AG N,24206158164,Finance,Switzerland,Life/Health insurance,CH0014852781,TEF.MC
"TELEFONICA,S.A.",24162235442,Communications,Spain,Specialty telecommunications,ES0178430E18,ML.PA
MICHELIN,24143612893,Consumer durables,France,Automotive aftermarket,FR001400AJ45,KOG.OL
KONGSBERG GRUPPEN ASA,24050268784,Producer manufacturing,Norway,Trucks/Construction/Farm machinery,NO0003043309,DSFIR.AS
DSM FIRMENICH AG,24036721395,Process industries,Switzerland,Chemicals: specialty,CH1216478797,CEZ.PR
CEZ,23866557719,Utilities,Czech Republic,Electric utilities,CZ0005112300,GALD.SW
GALDERMA GROUP N,23861474035,Health technology,Switzerland,Pharmaceuticals: major,CH1335392721,PKO.WA
PKOBP,23615409709,Finance,Poland,Major banks,PLPKO0000016,SAMPO.HE
SAMPO PLC A,23602165241,Finance,Finland,Property/Casualty insurance,FI4000552500,PUB.PA
PUBLICIS GROUPE SA,23502032754,Commercial services,France,Advertising/Marketing services,FR0000130577,RI.PA
PERNOD RICARD,23417790517,Consumer non-durables,France,Beverages: alcoholic,FR0000120693,VIE.PA
VEOLIA ENVIRON.,23225304191,Utilities,France,Water utilities,FR0000124141,BAYN.DE
BAYER AG NA O.N.,23155735083,Health technology,Germany,Pharmaceuticals: major,DE000BAY0017,AHT.L
ASHTEAD GROUP ORD GBP0.10,22997551935,Finance,United Kingdom,Finance/Rental/Leasing,GB0000536739,EPI-A.ST
EPIROC AB SER. A,22972038031,Producer manufacturing,Sweden,Trucks/Construction/Farm machinery,SE0015658109,VER.VI
VERBUND AG KAT. A,22946807276,Utilities,Austria,Electric utilities,AT0000746409,CLNX.MC
"CELLNEX TELECOM, S.A.",22896673937,Communications,Spain,Specialty telecommunications,ES0105066007,ANTO.L
ANTOFAGASTA PLC ORD GBP0.05,22777164274,Non-energy minerals,United Kingdom,Other metals/Minerals,GB0000456144,FRE.DE
FRESENIUS SE+CO.KGAA O.N.,22279689685,Health technology,Germany,Pharmaceuticals: generic,DE0005785604,ASM.AS
ASM INTERNATIONAL N.V.,22247601928,Producer manufacturing,Netherlands,Industrial machinery,NL0000334118,PHIA.AS
KON.PHILIPS N.V.,22117316364,Health technology,Netherlands,Medical specialties,NL0000009538,TEN.MI
TENARIS,21993400809,Non-energy minerals,Luxembourg,Steel,LU2598331598,COLO-B.CO
COLOPLAST B A/S,21959117407,Health technology,Denmark,Medical specialties,DK0060448595,RYA.IR
Ryanair Holdings PLC,21771729525,Transportation,Ireland,Airlines,IE00BYTBXV33,VOD.L
VODAFONE GROUP ORD USD0.2095238,21617531960,Communications,United Kingdom,Wireless telecommunications,GB00BH4HKS39,PST.MI
POSTE ITALIANE,21470973020,Finance,Italy,Regional banks,IT0003796171,SSE.L
SSE PLC GBP0.50,20142842844,Utilities,United Kingdom,Electric utilities,GB0007908733,STMPA.PA
STMICROELECTRONICS,20132360575,Electronic technology,Netherlands,Semiconductors,NL0000226223,HM-B.ST
"HENNES & MAURITZ AB, H & M SER. B",20050000566,Retail trade,Sweden,Apparel/Footwear retail,SE0000106270,CVC.AS
CVC CAPITAL,20026628087,Finance,United Kingdom,Investment managers,JE00BRX98089,VNA.DE
VONOVIA SE,19913042600,Finance,Germany,Real estate development,DE000A1ML7J1,GEBN.SW
GEBERIT N,19888010593,Producer manufacturing,Switzerland,Building products,CH0030170408,SAAB-B.ST
SAAB AB SER. B,19768062030,Electronic technology,Sweden,Aerospace & defense,SE0021921269,PKN.WA
PKNORLEN,19480426937,Energy minerals,Poland,Oil refining/Marketing,PLPKN0000018,BT-A.L
BT GROUP ORD GBP0.05,19173231897,Communications,United Kingdom,Major telecommunications,GB0030913577,EBK.DE
ENBW ENERGIE BADEN-WUERTTEMBERG AG,19030404604,Utilities,Germany,Electric utilities,DE0005220008,STMN.SW
STRAUMANN N,19012611514,Health technology,Switzerland,Medical specialties,CH1175448666,HEIO.AS
HEINEKEN HOLDING,18811079941,Consumer non-durables,Netherlands,Beverages: alcoholic,NL0000008977,DIM.PA
SARTORIUS STED BIO,18794291356,Health technology,France,Medical specialties,FR0013154002,ESSITY-A.ST
ESSITY AB SER. A,18622546407,Consumer non-durables,Sweden,Household/Personal care,SE0009922156,MTX.DE
MTU AERO ENGINES AG,18471952256,Electronic technology,Germany,Aerospace & defense,DE000A0D9PT0,UN0.DE
UNIPER SE,18145830515,Utilities,Germany,Electric utilities,DE000UNSE026,TEL.OL
TELENOR ASA,17854325532,Communications,Norway,Major telecommunications,NO0010063308,AV.L
AVIVA ORD GBP0.328947368,17815605437,Finance,United Kingdom,Multi-line insurance,GB00BPQY8M80,SDZ.SW
SANDOZ GROUP N,17720120000,Health technology,Switzerland,Pharmaceuticals: major,CH1243598427,ORSTED.CO
ORSTED A/S,17573311229,Utilities,Denmark,Electric utilities,DK0060094928,OTP.BD
OTP BANK SHARE,17436257146,Finance,Hungary,Major banks,HU0000061726,ALFA.ST
ALFA LAVAL AB,17387765328,Producer manufacturing,Sweden,Industrial machinery,SE0000695876,SGSN.SW
SGS N,17265503721,Commercial services,Switzerland,Miscellaneous commercial services,CH1256740924,IAG.L
INTERNATIONAL CONSOLIDATED AIRLINE ORD EUR0.10 (CDI),17074223811,Transportation,United Kingdom,Airlines,ES0177542018,LGEN.L
LEGAL & GENERAL GROUP ORD GBP0.025,16947744860,Finance,United Kingdom,Multi-line insurance,GB0005603997,ABN.AS
ABN AMRO BANK N.V.,16877564138,Finance,Netherlands,Major banks,NL0011540547,8TRA.DE
TRATON SE,16575000763,Consumer durables,Germany,Motor vehicles,DE000TRAT0N7,PRY.MI
PRYSMIAN,16518794687,Producer manufacturing,Italy,Electrical products,IT0004176001,ABF.L
ASSOCIATED BRITISH FOODS PLC ORD 5 15/22P,16447918117,Consumer non-durables,United Kingdom,Food: major diversified,GB0006731235,WISE.L
WISE PLC CLS A ORD GBP0.01,16431647248,Commercial services,United Kingdom,Miscellaneous commercial services,GB00BL9YR756,TRN.MI
TERNA,16184218766,Utilities,Italy,Electric utilities,IT0003242622,SOON.SW
SONOVA N,16179573828,Health technology,Switzerland,Medical specialties,CH0012549785,MONC.MI
MONCLER,16095778928,Consumer non-durables,Italy,Apparel/Footwear,IT0004965148,IHG.L
INTERCONTINENTAL HOTELS GROUP ORD GBP0.208521303,15874749256,Consumer services,United Kingdom,Hotels/Resorts/Cruise lines,GB00BHJYC057,CARL-A.CO
CARLSBERG A A/S,15866386823,Consumer non-durables,Denmark,Beverages: alcoholic,DK0010181676,BOL.PA
BOLLORE SE,15794829370,Consumer services,France,Movies/Entertainment,FR0000039299,LIFCO-B.ST
LIFCO AB SER.B,15630712140,Producer manufacturing,Sweden,Industrial machinery,SE0015949201,EVO.ST
EVOLUTION AB,15620245725,Technology services,Sweden,Packaged software,SE0012673267,LATO-B.ST
"LATOUR, INVESTMENTAB. SER. B",15532178811,Finance,Sweden,Financial conglomerates,SE0010100958,SRG.MI
SNAM,15528641569,Utilities,Italy,Gas distributors,IT0003153415,BAMI.MI
BANCO BPM,15523536952,Finance,Italy,Major banks,IT0005218380,AMUN.PA
AMUNDI,15460676781,Finance,France,Investment managers,FR0004125920,A5G.IR
AIB Group PLC,15437547366,Finance,Ireland,Major banks,IE00BF0L3536,KRZ.IR
Kerry Group PLC,15373755895,Consumer non-durables,Ireland,Food: specialty/candy,IE0004906560,OMV.VI
OMV AG,15271433263,Energy minerals,Austria,Integrated oil,AT0000743059,INDU-A.ST
"INDUSTRIVARDEN, AB SER. A",15230936036,Finance,Sweden,Financial conglomerates,SE0000190126,EMSN.SW
EMS-CHEMIE N,15000003155,Process industries,Switzerland,Chemicals: specialty,CH0016440353,SAB.MC
BANCO DE SABADELL,14981595680,Finance,Spain,Major banks,ES0113860A34,CCH.L
COCA-COLA HBC AG ORD CHF6.70(CDI),14919412547,Consumer non-durables,Switzerland,Beverages: non-alcoholic,CH0198251305,MB.MI
MEDIOBANCA,14826449363,Finance,Italy,Regional banks,IT0000062957,KPN.AS
KPN KON,14756619786,Communications,Netherlands,Major telecommunications,NL0000009082,SPL.WA
SANPL,14497854216,Finance,Poland,Regional banks,PLBZ00000044,RNO.PA
RENAULT,14455786696,Consumer durables,France,Motor vehicles,FR0000131906,ACS.MC
"ACS,ACTIVIDADES DE CONSTRUCCION Y SERVICIOS,S.A.",14333341064,Industrial services,Spain,Engineering & construction,ES0167050915,SRT.DE
SARTORIUS AG,14325739472,Health technology,Germany,Pharmaceuticals: major,DE0007165607,SMT.L
SCOTTISH MORTGAGE INV TRUST ORD GBP0.05,14320181915,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BLDYK618,CON.DE
CONTINENTAL AG O.N.,14248425691,Consumer durables,Germany,Automotive aftermarket,DE0005439004,KBX.DE
KNORR BREMSE AG,14209779977,Producer manufacturing,Germany,Auto parts: OEM,DE000KBX1006,VWS.CO
VESTAS WIND SYSTEMS A/S,14166058194,Producer manufacturing,Denmark,Electrical products,DK0061539921,SGE.L
THE SAGE GROUP PLC GBP0.01051948,14163559954,Technology services,United Kingdom,Packaged software,GB00B8C3BL03,KRX.IR
Kingspan Group PLC,14161260169,Producer manufacturing,Ireland,Building products,IE0004927939,UPM.HE
UPM-KYMMENE CORPORATION,13973090141,Process industries,Finland,Pulp & paper,FI0009005987,REP.MC
"REPSOL, S.A.",13930253396,Energy minerals,Spain,Integrated oil,ES0173516115,BIM.PA
BIOMERIEUX,13888961315,Health technology,France,Medical specialties,FR0013280286,NXT.L
NEXT ORD GBP0.10,13752856340,Retail trade,United Kingdom,Department stores,GB0032089863,EN.PA
BOUYGUES,13716319988,Industrial services,France,Engineering & construction,FR0000120503,FORTUM.HE
FORTUM CORPORATION,13714687216,Utilities,Finland,Electric utilities,FI0009007132,ENX.PA
EURONEXT,13483851721,Finance,Netherlands,Investment banks/Brokers,NL0006294274,AKRBP.OL
AKER BP ASA,13453631320,Energy minerals,Norway,Integrated oil,NO0010345853,NEM.DE
NEMETSCHEK SE,13398000000,Technology services,Germany,Packaged software,DE0006452907,BAER.SW
JULIUS BAER N,13395251358,Finance,Switzerland,Financial conglomerates,CH0102484968,NN.AS
NN GROUP,13346791340,Finance,Netherlands,Life/Health insurance,NL0010773842,FME.DE
FRESEN.MED.CARE KGAA O.N.,13320971175,Health services,Germany,Medical/Nursing services,DE0005785802,BVI.PA
BUREAU VERITAS,12885145250,Commercial services,France,Miscellaneous commercial services,FR0006174348,EDP.LS
EDP S.A,12831003205,Utilities,Portugal,Electric utilities,PTEDP0AM0009,TRYG.CO
TRYG A/S,12823449169,Finance,Denmark,Insurance brokers/Services,DK0060636678,LOGN.SW
LOGITECH N,12776671753,Electronic technology,Switzerland,Computer peripherals,CH0025751329,HOT.DE
HOCHTIEF AG,12673280263,Industrial services,Germany,Engineering & construction,DE0006070006,INF.L
INFORMA PLC ORD GBP0.001,12669155140,Technology services,United Kingdom,Internet software/Services,GB00BMJ6DW54,SY1.DE
SYMRISE AG,12618620409,Process industries,Germany,Chemicals: specialty,DE000SYM9999,TELIA.ST
TELIA COMPANY AB,12547529289,Communications,Sweden,Specialty telecommunications,SE0000667925,JMT.LS
"J.MARTINS,SGPS",12315269179,Retail trade,Portugal,Food retail,PTJMT0AE0001,HLMA.L
HALMA ORD GBP0.10,12068100140,Electronic technology,United Kingdom,Electronic equipment/Instruments,GB0004052071,PZU.WA
PZU,11970806961,Finance,Poland,Multi-line insurance,PLPZU0000011,AKEL-D.ST
